51680adc-87a8-4936-b5cf-b52e291ecdaf,4.729,4.321,false,false,2026-02-08T01:17:03.412Z
e9009561-f0e0-4c5f-8239-e5d9d5626755,1.216,5.661,false,false,2026-02-08T01:17:15.003Z
a1ecf9a8-9329-4175-a0c8-f8868e291353,0.178,0.761,true,false,2026-02-08T01:17:25.385Z
fd3714d7-f25c-4e1e-8ef6-ecbc9a352cb3,4.595,5.361,false,false,2026-02-08T01:17:38.009Z
5c3765c3-99f4-4e2c-bd6e-058bf6448565,0.279,-0.819,true,false,2026-02-08T01:18:04.854Z
c59bf27e-fd18-47bb-944e-fe1899564f13,-8.119,3.501,false,false,2026-02-08T01:18:19.398Z
b35d5fde-a595-4131-b46c-81bb24de7cd4,-2.364,1.001,false,false,2026-02-08T01:18:36.866Z
3978e96b-fa1b-4e18-a3c1-c5e24e4c45ec,-3.201,-1.879,false,false,2026-02-08T01:19:25.509Z
332db311-d529-4a05-a36e-fcd2f202ab63,2.621,0.921,false,false,2026-02-08T01:19:47.807Z
7d89b695-bb91-45b2-b51f-3eeb355c5df0,-5.81,-3.339,false,true,2026-02-08T01:20:05.389Z
4212aa38-0cae-4ef5-9fc6-aea16f5609fa,0.178,2.281,false,false,2026-02-08T01:20:37.601Z
b645cb89-46c4-4e1c-a189-072ce2422300,-0.558,-1.099,true,false,2026-02-08T01:20:55.460Z
3a1349d1-8b14-4868-acfe-b45705008b6f,0.178,5.801,false,false,2026-02-08T01:22:00.817Z
10dc4888-5a82-4672-82cf-9ef804a3802e,11.688,0.241,false,false,2026-02-08T01:22:18.989Z
477535bc-c4f7-4f05-8387-21ce4adcb5ab,-2.699,1.141,false,false,2026-02-08T01:22:37.913Z
3d169e19-0fd5-44b5-984e-37153c4e6922,-9.19,3.201,false,false,2026-02-08T01:22:56.475Z
41728984-17c3-4c9b-baaf-a80bd112311c,0.078,-1.979,false,false,2026-02-08T01:23:16.121Z
d325ae3f-7341-4b2c-b2ae-df0e331ebc87,-6.68,-2.859,false,false,2026-02-08T01:23:40.236Z
41dabfc7-76b9-41fc-9745-1f17def13cc8,3.123,5.181,false,false,2026-02-08T01:23:57.705Z
ec5e42b0-187b-48e4-9097-068564ca1aac,11.42,4.701,false,false,2026-02-08T01:24:17.406Z
ed316300-d3b5-4d1b-8d33-d7d8eec7c061,2.989,4.921,false,false,2026-02-08T01:24:38.533Z
d30bc915-af59-4c92-80d5-af3c1936d1a0,7.907,2.181,false,false,2026-02-08T01:24:56.172Z
0e857386-f252-4d74-b349-a2b2cc063507,-1.829,-2.279,false,false,2026-02-08T01:29:02.294Z
7ecacbe5-c811-4e36-9bc1-0d672aa455ac,0.312,-0.599,true,false,2026-02-08T01:29:19.794Z
11a7ba38-663a-4d92-aeb4-f8a9c0d97c2b,-0.892,1.001,true,false,2026-02-08T01:29:38.610Z
cbb04854-785f-4b99-9fd9-362d527e6e22,3.758,0.981,false,false,2026-02-08T01:29:59.184Z
650ad5b9-1059-4de0-bb83-f537a4505035,9.881,2.441,false,false,2026-02-08T01:30:48.627Z
06c2fb72-cabf-4f17-9920-dfe497dc534e,-4.506,-2.859,false,false,2026-02-08T01:31:03.878Z
748aadb4-d4a1-4493-9502-965acb0cc41f,0.045,3.301,false,false,2026-02-08T01:31:20.317Z
6e69f10b-a3bb-46f0-8402-834b40281cc3,-10.662,-0.339,false,false,2026-02-08T01:31:36.899Z
faaf075e-abdd-43ca-8a8f-1ba9ddb52f3a,4.983,3.501,false,false,2026-02-08T01:31:53.842Z
1582f0e1-8829-4f14-a023-6b17e2abe583,-11.344,-0.619,false,false,2026-02-08T01:32:15.473Z
72303b4b-e74c-417d-aaec-52afe06357df,-6.125,-4.019,false,true,2026-02-08T01:32:40.818Z
059ced82-d2a6-4491-9c96-1c9ba8b4226b,2.072,1.441,false,false,2026-02-08T01:32:57.750Z
acac110d-5207-41d7-9924-3e1a1f9cf224,-2.779,1.081,false,false,2026-02-08T01:33:18.137Z
0ad0b6e7-cfad-4052-8fe8-43a9652125ea,9.667,2.581,false,false,2026-02-08T01:33:40.659Z
99da8ff9-1690-499c-bfbd-18900aa28388,-3.616,2.501,false,false,2026-02-08T01:34:56.579Z
7b4f287e-f861-458f-bf8a-5013540978e1,-3.917,0.081,false,false,2026-02-08T01:35:12.938Z
fb6435e2-39e5-4c7c-a318-a77d378f8f79,11.775,3.381,false,false,2026-02-08T01:35:29.836Z
0f59c86a-562d-4b18-b41b-31ab94b863b7,2.139,-4.079,false,true,2026-02-08T01:35:48.028Z
b4eea76f-ec08-4f26-b38c-772be1973e14,3.578,-1.479,false,false,2026-02-08T01:36:05.635Z
77ac093b-97dc-4dc7-b81d-9fccf82137e4,5.284,-0.139,false,false,2026-02-08T01:36:21.742Z
a01051a3-57a9-49c3-9582-183057ce8428,1.871,0.041,false,false,2026-02-08T01:36:41.895Z
54706f2e-2bf5-4638-8ee3-cda7f4e4357e,-6.393,-2.459,false,false,2026-02-08T01:37:00.770Z
5711a176-3d2f-4568-9172-cc45cc62ff21,-6.593,-0.059,false,false,2026-02-08T01:37:18.644Z
13098b42-f0fa-4537-a5df-85cf7680c300,-2.947,2.781,false,false,2026-02-08T01:37:35.032Z
